"Churn","SeniorCitizen","Dependents","tenure","MultipleLines","InternetService","PaperlessBilling","PaymentMethod","TotalCharges","Contrat_par_mois"
0,"No","No",51,"Yes","Fiber optic","Yes","Electronic check",4473,"Yes"
0,"Yes","No",48,"No","Fiber optic","Yes","Bank transfer (automatic)",3545.05,"Yes"
0,"No","Yes",16,"No","Fiber optic","No","Bank transfer (automatic)",1195.75,"Yes"
0,"No","No",70,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6858.9,"No"
1,"No","Yes",22,"No","Fiber optic","No","Electronic check",1845.9,"Yes"
1,"Yes","No",1,"No","Fiber optic","Yes","Bank transfer (automatic)",75.3,"Yes"
0,"No","No",7,"No","Fiber optic","Yes","Bank transfer (automatic)",515.45,"Yes"
0,"No","Yes",29,"Yes","Fiber optic","No","Credit card (automatic)",2830.45,"No"
0,"No","No",10,"No_phone_service","DSL","No","Bank transfer (automatic)",449.3,"Yes"
0,"Yes","No",55,"Yes","DSL","No","Bank transfer (automatic)",2838.55,"Yes"
0,"Yes","No",52,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5376.4,"No"
0,"No","Yes",10,"Yes","Fiber optic","No","Electronic check",858.6,"Yes"
0,"No","No",18,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1395.05,"Yes"
0,"No","No",68,"Yes","DSL","No","Bank transfer (automatic)",3975.7,"No"
0,"No","Yes",72,"No_phone_service","DSL","Yes","Credit card (automatic)",4784.45,"No"
0,"No","No",2,"No","DSL","No","Electronic check",119.5,"Yes"
1,"No","No",12,"No","DSL","Yes","Bank transfer (automatic)",518.9,"Yes"
0,"No","No",26,"No_phone_service","DSL","Yes","Credit card (automatic)",1183.8,"Yes"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Credit card (automatic)",8468.2,"No"
0,"No","No",35,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3161.2,"Yes"
0,"No","No",1,"No","DSL","No","Mailed check",55.05,"Yes"
0,"No","Yes",16,"Yes","Fiber optic","Yes","Electronic check",1882.55,"Yes"
0,"Yes","No",49,"Yes","Fiber optic","No","Credit card (automatic)",5070.4,"Yes"
0,"No","No",54,"Yes","Fiber optic","Yes","Mailed check",6049.5,"No"
0,"No","Yes",18,"Yes","DSL","No","Electronic check",1166.7,"Yes"
0,"No","No",36,"No","Fiber optic","No","Electronic check",2937.65,"Yes"
1,"No","No",60,"Yes","Fiber optic","Yes","Electronic check",6396.45,"Yes"
1,"No","No",1,"No","Fiber optic","No","Mailed check",69.55,"Yes"
0,"No","Yes",8,"No","Fiber optic","Yes","Electronic check",759.55,"Yes"
0,"No","Yes",72,"No","Fiber optic","No","Bank transfer (automatic)",7611.55,"No"
0,"Yes","No",22,"No","DSL","Yes","Mailed check",1545.4,"Yes"
0,"No","No",60,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3582.4,"Yes"
1,"No","Yes",28,"No","Fiber optic","Yes","Electronic check",2227.1,"Yes"
0,"No","No",24,"Yes","Fiber optic","Yes","Electronic check",2494.65,"Yes"
0,"No","Yes",28,"No","Fiber optic","No","Bank transfer (automatic)",2768.35,"No"
0,"No","Yes",30,"No","DSL","No","Bank transfer (automatic)",2369.3,"No"
0,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",75.1,"Yes"
0,"No","No",24,"No","DSL","Yes","Bank transfer (automatic)",1614.05,"Yes"
1,"No","Yes",4,"Yes","Fiber optic","No","Electronic check",385.9,"Yes"
1,"No","No",7,"Yes","Fiber optic","Yes","Electronic check",673.25,"Yes"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8404.9,"No"
0,"No","No",70,"No_phone_service","DSL","Yes","Mailed check",2799.75,"No"
0,"Yes","No",64,"Yes","Fiber optic","No","Electronic check",6538.45,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Electronic check",6588.95,"No"
1,"No","Yes",13,"No","DSL","No","Electronic check",734.35,"Yes"
1,"No","No",1,"No","DSL","Yes","Electronic check",55,"Yes"
0,"No","No",9,"No","DSL","Yes","Mailed check",564.4,"Yes"
0,"No","No",24,"No","DSL","No","Mailed check",1315.35,"Yes"
1,"No","Yes",1,"No","Fiber optic","Yes","Electronic check",74.7,"Yes"
1,"No","No",24,"Yes","Fiber optic","Yes","Electronic check",1861.5,"Yes"
0,"Yes","Yes",35,"No","DSL","Yes","Electronic check",2747.2,"Yes"
0,"No","Yes",7,"No","DSL","Yes","Electronic check",554.05,"Yes"
1,"No","No",5,"No","Fiber optic","Yes","Electronic check",453.4,"Yes"
1,"No","Yes",15,"No","Fiber optic","No","Bank transfer (automatic)",994.8,"Yes"
1,"No","No",48,"No_phone_service","DSL","Yes","Bank transfer (automatic)",2145,"Yes"
0,"Yes","No",20,"No","Fiber optic","Yes","Electronic check",1671.6,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8003.8,"No"
1,"No","Yes",8,"No","Fiber optic","Yes","Electronic check",680.05,"Yes"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Credit card (automatic)",6130.85,"No"
0,"No","No",15,"Yes","Fiber optic","Yes","Electronic check",1415,"Yes"
0,"No","No",72,"Yes","DSL","Yes","Bank transfer (automatic)",6201.95,"No"
1,"No","Yes",1,"Yes","Fiber optic","Yes","Electronic check",74.35,"Yes"
0,"No","Yes",63,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6597.25,"No"
0,"No","No",2,"No","DSL","Yes","Electronic check",114.15,"Yes"
1,"No","No",2,"No","Fiber optic","Yes","Electronic check",139.4,"Yes"
0,"Yes","No",61,"Yes","DSL","No","Bank transfer (automatic)",3902.6,"No"
1,"No","No",22,"No_phone_service","DSL","Yes","Bank transfer (automatic)",903.6,"No"
0,"No","No",28,"No","DSL","No","Mailed check",1785.65,"Yes"
1,"Yes","No",5,"No_phone_service","DSL","No","Electronic check",131.05,"Yes"
1,"No","No",12,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1238.45,"Yes"
0,"No","No",34,"Yes","Fiber optic","No","Credit card (automatic)",3899.05,"No"
0,"Yes","No",71,"Yes","Fiber optic","Yes","Credit card (automatic)",5676,"No"
0,"No","Yes",70,"Yes","DSL","No","Bank transfer (automatic)",4543.15,"No"
0,"No","Yes",52,"No","Fiber optic","Yes","Bank transfer (automatic)",4326.8,"Yes"
0,"No","Yes",69,"Yes","DSL","Yes","Credit card (automatic)",5502.55,"No"
1,"Yes","No",20,"Yes","Fiber optic","Yes","Electronic check",1782.4,"Yes"
0,"No","Yes",11,"Yes","Fiber optic","Yes","Mailed check",851.8,"Yes"
1,"No","No",2,"No","Fiber optic","Yes","Electronic check",167.5,"Yes"
1,"No","Yes",6,"Yes","Fiber optic","Yes","Electronic check",502.85,"Yes"
0,"Yes","Yes",20,"No","Fiber optic","No","Credit card (automatic)",1818.3,"No"
0,"No","No",61,"Yes","Fiber optic","Yes","Electronic check",6300.15,"Yes"
1,"Yes","No",5,"Yes","Fiber optic","Yes","Electronic check",334.8,"Yes"
0,"No","No",56,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5916.95,"Yes"
0,"No","No",30,"Yes","Fiber optic","Yes","Credit card (automatic)",2852.4,"Yes"
1,"No","No",40,"Yes","Fiber optic","No","Bank transfer (automatic)",4131.95,"Yes"
0,"No","No",28,"No","DSL","No","Mailed check",1546.3,"No"
0,"Yes","No",5,"No","Fiber optic","No","Electronic check",302.6,"Yes"
1,"Yes","No",27,"No","Fiber optic","Yes","Bank transfer (automatic)",1929.35,"Yes"
0,"No","Yes",67,"Yes","Fiber optic","Yes","Electronic check",6989.45,"No"
0,"Yes","No",29,"Yes","DSL","Yes","Electronic check",1442,"Yes"
0,"No","Yes",55,"Yes","Fiber optic","No","Bank transfer (automatic)",4713.4,"Yes"
1,"No","No",23,"Yes","Fiber optic","No","Bank transfer (automatic)",1758.6,"Yes"
1,"No","No",34,"Yes","Fiber optic","Yes","Electronic check",3480,"Yes"
0,"No","No",52,"No","Fiber optic","No","Electronic check",4738.3,"No"
0,"Yes","Yes",72,"Yes","Fiber optic","Yes","Credit card (automatic)",8399.15,"No"
0,"No","Yes",58,"Yes","Fiber optic","Yes","Credit card (automatic)",5430.35,"No"
0,"Yes","No",56,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5706.3,"No"
0,"No","No",2,"No","Fiber optic","Yes","Electronic check",174.45,"Yes"
0,"Yes","Yes",68,"Yes","Fiber optic","Yes","Credit card (automatic)",7379.8,"No"
1,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",85,"Yes"
0,"No","No",12,"Yes","Fiber optic","Yes","Electronic check",1021.75,"Yes"
0,"No","No",63,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5029.05,"Yes"
0,"No","Yes",33,"No","DSL","Yes","Mailed check",1955.4,"No"
0,"No","No",69,"No","Fiber optic","Yes","Credit card (automatic)",6744.2,"No"
0,"No","Yes",60,"No","DSL","Yes","Bank transfer (automatic)",4946.7,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8248.5,"No"
0,"No","No",11,"Yes","DSL","Yes","Mailed check",601.6,"Yes"
1,"No","No",10,"Yes","Fiber optic","Yes","Bank transfer (automatic)",834.1,"Yes"
1,"No","No",13,"No_phone_service","DSL","Yes","Credit card (automatic)",597,"Yes"
0,"No","Yes",34,"No","Fiber optic","Yes","Bank transfer (automatic)",2647.2,"No"
1,"No","Yes",39,"No","Fiber optic","Yes","Mailed check",3266,"Yes"
0,"No","No",65,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6744.25,"No"
0,"Yes","No",50,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5265.5,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7966.9,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8220.4,"No"
1,"No","No",32,"Yes","Fiber optic","Yes","Bank transfer (automatic)",2596.15,"Yes"
0,"No","Yes",56,"Yes","DSL","Yes","Bank transfer (automatic)",3808,"No"
0,"No","No",38,"No","DSL","No","Mailed check",2708.2,"No"
0,"No","No",11,"No","Fiber optic","No","Electronic check",760.05,"Yes"
0,"No","No",1,"No","DSL","Yes","Electronic check",49.3,"Yes"
0,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",6033.3,"No"
0,"No","Yes",7,"No","DSL","No","Credit card (automatic)",516.15,"Yes"
0,"No","Yes",59,"Yes","Fiber optic","Yes","Credit card (automatic)",5861.75,"No"
0,"No","No",7,"No","DSL","No","Bank transfer (automatic)",445.95,"Yes"
0,"No","Yes",71,"No","DSL","Yes","Credit card (automatic)",4973.4,"No"
0,"No","Yes",15,"No","Fiber optic","No","Electronic check",1667.25,"No"
0,"No","No",71,"Yes","DSL","No","Credit card (automatic)",5357.75,"No"
1,"No","No",35,"Yes","Fiber optic","Yes","Electronic check",3527.6,"Yes"
0,"No","No",11,"No_phone_service","DSL","Yes","Credit card (automatic)",422.6,"No"
0,"Yes","No",47,"Yes","DSL","No","Bank transfer (automatic)",2754,"No"
0,"No","No",11,"No","DSL","No","Credit card (automatic)",697.25,"No"
1,"No","No",56,"Yes","Fiber optic","No","Credit card (automatic)",5614.45,"No"
0,"Yes","No",28,"Yes","Fiber optic","Yes","Electronic check",3204.4,"Yes"
0,"No","No",61,"No","DSL","Yes","Mailed check",4747.65,"No"
0,"No","Yes",31,"Yes","Fiber optic","No","Bank transfer (automatic)",3082.1,"No"
0,"No","No",9,"No","Fiber optic","Yes","Electronic check",597.9,"Yes"
0,"Yes","No",35,"Yes","Fiber optic","Yes","Electronic check",3365.4,"Yes"
1,"No","No",1,"No","Fiber optic","No","Mailed check",75.3,"Yes"
1,"Yes","No",4,"Yes","Fiber optic","Yes","Electronic check",346.2,"Yes"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Electronic check",85.7,"Yes"
0,"No","No",52,"No","DSL","Yes","Credit card (automatic)",3342.45,"No"
0,"No","No",72,"Yes","Fiber optic","Yes","Electronic check",7422.1,"No"
0,"No","Yes",71,"Yes","DSL","No","Electronic check",6668.05,"No"
0,"No","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",8071.05,"No"
0,"No","Yes",63,"Yes","DSL","No","Credit card (automatic)",5435,"No"
0,"No","No",30,"No","Fiber optic","Yes","Credit card (automatic)",2438.6,"Yes"
0,"No","No",1,"No","DSL","No","Mailed check",45.6,"Yes"
1,"No","No",12,"Yes","DSL","Yes","Mailed check",713.75,"Yes"
0,"No","No",16,"No_phone_service","DSL","No","Mailed check",916.15,"No"
0,"No","No",4,"Yes","DSL","No","Mailed check",237.2,"Yes"
0,"No","No",51,"Yes","Fiber optic","Yes","Credit card (automatic)",4614.55,"No"
0,"No","No",16,"No","Fiber optic","Yes","Credit card (automatic)",1170.5,"Yes"
0,"No","Yes",66,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4859.25,"No"
0,"No","No",46,"Yes","Fiber optic","No","Electronic check",4903.2,"No"
0,"No","No",32,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3608,"No"
0,"No","No",72,"Yes","DSL","No","Credit card (automatic)",6094.25,"No"
0,"No","Yes",38,"No","DSL","No","Credit card (automatic)",3084.9,"No"
0,"No","Yes",51,"No","DSL","No","Credit card (automatic)",2356.75,"No"
0,"No","Yes",72,"Yes","Fiber optic","No","Bank transfer (automatic)",8306.05,"No"
1,"Yes","No",65,"Yes","Fiber optic","No","Bank transfer (automatic)",6786.4,"Yes"
1,"No","Yes",9,"No_phone_service","DSL","Yes","Electronic check",248.95,"Yes"
1,"No","Yes",9,"No","DSL","No","Mailed check",663.05,"Yes"
0,"Yes","No",44,"Yes","Fiber optic","Yes","Credit card (automatic)",4860.35,"No"
0,"No","No",50,"Yes","DSL","No","Bank transfer (automatic)",3418.2,"No"
0,"No","No",15,"Yes","DSL","No","Mailed check",631.4,"Yes"
0,"No","No",8,"No_phone_service","DSL","Yes","Credit card (automatic)",186.3,"Yes"
0,"Yes","No",66,"Yes","Fiber optic","Yes","Credit card (automatic)",6976.75,"No"
0,"No","No",57,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4884.85,"Yes"
0,"No","No",7,"Yes","Fiber optic","Yes","Bank transfer (automatic)",522.95,"Yes"
0,"Yes","Yes",10,"No_phone_service","DSL","Yes","Bank transfer (automatic)",362.6,"Yes"
0,"No","No",62,"Yes","Fiber optic","Yes","Electronic check",5755.8,"No"
0,"No","Yes",40,"No","Fiber optic","Yes","Electronic check",3355.65,"No"
0,"No","No",25,"No","Fiber optic","Yes","Electronic check",2395.7,"Yes"
0,"No","No",23,"Yes","Fiber optic","No","Electronic check",1968.1,"Yes"
0,"Yes","No",66,"Yes","Fiber optic","No","Credit card (automatic)",6819.45,"No"
0,"Yes","No",72,"Yes","Fiber optic","No","Electronic check",7943.45,"No"
1,"Yes","No",49,"Yes","Fiber optic","No","Credit card (automatic)",4547.25,"Yes"
1,"Yes","Yes",43,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4687.9,"Yes"
0,"No","No",46,"Yes","DSL","No","Bank transfer (automatic)",2473.95,"Yes"
0,"No","Yes",72,"Yes","DSL","No","Credit card (automatic)",6562.9,"No"
0,"No","No",40,"No_phone_service","DSL","Yes","Bank transfer (automatic)",2236.2,"No"
1,"No","Yes",65,"Yes","Fiber optic","Yes","Electronic check",6985.65,"Yes"
0,"No","No",31,"No","Fiber optic","No","Bank transfer (automatic)",3109.9,"No"
0,"No","No",68,"Yes","DSL","No","Credit card (automatic)",4911.35,"No"
1,"Yes","Yes",56,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5794.65,"No"
1,"No","No",10,"Yes","Fiber optic","Yes","Electronic check",855.3,"Yes"
1,"No","Yes",43,"No","DSL","No","Electronic check",2499.3,"Yes"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",89.55,"Yes"
0,"Yes","No",49,"No","Fiber optic","Yes","Bank transfer (automatic)",4287.2,"No"
1,"Yes","No",20,"Yes","Fiber optic","Yes","Electronic check",1899.65,"Yes"
1,"No","No",1,"No","DSL","Yes","Mailed check",45.7,"Yes"
0,"No","Yes",50,"Yes","DSL","Yes","Electronic check",3442.15,"No"
1,"Yes","No",2,"Yes","Fiber optic","No","Electronic check",161.5,"Yes"
0,"Yes","No",24,"No","Fiber optic","No","Credit card (automatic)",1732.6,"Yes"
1,"No","No",3,"No","Fiber optic","Yes","Bank transfer (automatic)",222.3,"Yes"
1,"No","No",1,"No","Fiber optic","Yes","Mailed check",74.6,"Yes"
0,"No","No",10,"No","Fiber optic","Yes","Credit card (automatic)",865.1,"Yes"
0,"No","Yes",68,"Yes","DSL","Yes","Credit card (automatic)",6132.7,"No"
0,"No","No",45,"No","DSL","No","Bank transfer (automatic)",3597.5,"No"
1,"No","No",4,"No_phone_service","DSL","Yes","Mailed check",96.05,"Yes"
0,"No","No",10,"No","DSL","No","Mailed check",428.7,"Yes"
0,"No","Yes",65,"Yes","DSL","Yes","Mailed check",4459.15,"No"
0,"No","No",3,"No","Fiber optic","Yes","Mailed check",238.1,"Yes"
1,"No","No",2,"No","Fiber optic","No","Electronic check",145.15,"Yes"
0,"No","No",49,"No_phone_service","DSL","Yes","Bank transfer (automatic)",1453.1,"Yes"
1,"No","No",4,"No","DSL","No","Mailed check",191.05,"Yes"
0,"No","No",70,"No_phone_service","DSL","No","Bank transfer (automatic)",4039.3,"No"
1,"No","No",1,"Yes","Fiber optic","Yes","Mailed check",75.05,"Yes"
1,"Yes","No",52,"No_phone_service","DSL","Yes","Electronic check",2550.9,"Yes"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Electronic check",7246.15,"No"
1,"No","No",2,"No_phone_service","DSL","Yes","Electronic check",62.25,"Yes"
0,"No","No",3,"Yes","Fiber optic","No","Mailed check",313.6,"Yes"
0,"No","No",45,"Yes","Fiber optic","No","Bank transfer (automatic)",3775.85,"Yes"
1,"No","Yes",1,"No","Fiber optic","No","Electronic check",80,"Yes"
0,"No","Yes",61,"No","DSL","Yes","Bank transfer (automatic)",4616.05,"No"
0,"No","No",3,"No","DSL","Yes","Credit card (automatic)",195.65,"Yes"
0,"Yes","No",40,"Yes","Fiber optic","Yes","Credit card (automatic)",4188.4,"No"
0,"No","No",1,"No","Fiber optic","No","Mailed check",71.1,"Yes"
0,"No","No",1,"No","DSL","Yes","Electronic check",49.9,"Yes"
1,"Yes","No",2,"No","DSL","Yes","Electronic check",91.1,"Yes"
0,"No","No",52,"No_phone_service","DSL","No","Mailed check",1623.4,"No"
0,"No","No",51,"Yes","Fiber optic","No","Bank transfer (automatic)",4149.45,"Yes"
0,"No","Yes",31,"Yes","DSL","Yes","Bank transfer (automatic)",2344.5,"No"
1,"No","No",3,"Yes","Fiber optic","Yes","Credit card (automatic)",270.7,"Yes"
0,"No","No",72,"Yes","DSL","Yes","Bank transfer (automatic)",6316.2,"No"
1,"No","Yes",3,"No","DSL","Yes","Electronic check",168.15,"Yes"
0,"Yes","Yes",47,"No","Fiber optic","Yes","Bank transfer (automatic)",4018.05,"No"
0,"No","Yes",72,"Yes","DSL","Yes","Credit card (automatic)",4811.6,"No"
0,"No","Yes",66,"Yes","DSL","Yes","Bank transfer (automatic)",4189.7,"No"
0,"No","No",35,"Yes","Fiber optic","No","Electronic check",2848.45,"Yes"
0,"No","No",29,"Yes","Fiber optic","Yes","Electronic check",2516.2,"Yes"
0,"No","No",4,"No","DSL","No","Mailed check",208.45,"Yes"
1,"No","No",25,"No","Fiber optic","Yes","Bank transfer (automatic)",2015.35,"Yes"
0,"No","No",65,"No","DSL","Yes","Mailed check",3739.8,"No"
0,"Yes","No",27,"Yes","Fiber optic","Yes","Bank transfer (automatic)",2964,"No"
0,"No","No",29,"No","Fiber optic","Yes","Credit card (automatic)",2263.4,"Yes"
0,"No","Yes",29,"Yes","DSL","No","Credit card (automatic)",2211.8,"Yes"
0,"No","No",20,"No","Fiber optic","Yes","Mailed check",1683.7,"Yes"
0,"No","Yes",14,"Yes","Fiber optic","Yes","Mailed check",1164.05,"Yes"
0,"No","No",46,"Yes","Fiber optic","Yes","Credit card (automatic)",4245.55,"Yes"
0,"No","No",71,"No_phone_service","DSL","No","Bank transfer (automatic)",4145.9,"No"
0,"No","No",32,"Yes","Fiber optic","Yes","Bank transfer (automatic)",2664.3,"Yes"
0,"No","No",26,"No_phone_service","DSL","Yes","Credit card (automatic)",1277.5,"Yes"
0,"Yes","No",68,"Yes","Fiber optic","Yes","Credit card (automatic)",5589.3,"Yes"
1,"No","Yes",4,"Yes","Fiber optic","Yes","Electronic check",381.3,"Yes"
1,"No","No",3,"No","DSL","Yes","Electronic check",141.5,"Yes"
1,"Yes","No",33,"Yes","Fiber optic","Yes","Electronic check",3105.55,"Yes"
0,"No","Yes",5,"No","Fiber optic","Yes","Electronic check",356.1,"Yes"
1,"Yes","No",30,"Yes","Fiber optic","No","Credit card (automatic)",2758.15,"Yes"
0,"No","No",65,"Yes","DSL","Yes","Credit card (automatic)",4805.65,"No"
1,"No","No",45,"Yes","Fiber optic","Yes","Electronic check",3941.7,"Yes"
0,"No","Yes",25,"No","Fiber optic","Yes","Electronic check",1901.05,"Yes"
0,"No","Yes",72,"Yes","Fiber optic","No","Bank transfer (automatic)",5730.7,"No"
0,"No","No",27,"Yes","Fiber optic","No","Bank transfer (automatic)",2423.4,"Yes"
0,"No","Yes",32,"No_phone_service","DSL","No","Credit card (automatic)",1653.45,"Yes"
0,"No","No",30,"Yes","Fiber optic","No","Credit card (automatic)",3327.05,"No"
0,"No","No",70,"No","Fiber optic","No","Credit card (automatic)",7085.5,"No"
0,"Yes","No",42,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3344.1,"Yes"
0,"Yes","No",72,"Yes","DSL","Yes","Bank transfer (automatic)",6697.35,"No"
0,"No","No",47,"Yes","DSL","Yes","Mailed check",2879.9,"No"
0,"No","No",2,"No","Fiber optic","Yes","Electronic check",137.1,"Yes"
1,"No","No",10,"Yes","Fiber optic","No","Electronic check",1008.55,"Yes"
0,"No","No",5,"No","DSL","Yes","Credit card (automatic)",202.15,"Yes"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",7882.25,"No"
0,"Yes","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8196.4,"No"
0,"Yes","No",3,"No","Fiber optic","No","Mailed check",202.9,"Yes"
0,"No","No",63,"No","Fiber optic","Yes","Credit card (automatic)",5817,"No"
0,"No","No",27,"No","DSL","Yes","Mailed check",1652.95,"Yes"
0,"No","Yes",70,"No","DSL","Yes","Credit card (automatic)",5600.15,"No"
0,"No","Yes",7,"No","DSL","Yes","Credit card (automatic)",515.75,"Yes"
0,"No","No",2,"No","Fiber optic","No","Electronic check",190.5,"Yes"
1,"Yes","No",20,"Yes","Fiber optic","Yes","Electronic check",1842.8,"Yes"
1,"No","Yes",15,"No","Fiber optic","Yes","Bank transfer (automatic)",1269.55,"Yes"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6563.4,"No"
1,"No","No",22,"No","Fiber optic","No","Electronic check",1907.85,"Yes"
1,"No","No",3,"No","Fiber optic","Yes","Electronic check",208.85,"Yes"
0,"No","Yes",72,"Yes","DSL","No","Bank transfer (automatic)",4758.8,"No"
0,"No","No",11,"No_phone_service","DSL","Yes","Mailed check",363.15,"Yes"
